Rank,Name,company,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12595,Kelly Slater's Pro Surfer,Nintendo,GC,2002,Sports,Activision,0.05,0.01,0,0,0.06
12596,Jacqueline Wilson's Tracy Beaker: The Game,Microsoft,DS,2009,Misc,P2 Games,0,0.05,0,0,0.06
12597,Sacred 3,Sony,X360,2014,Role-Playing,Deep Silver,0.03,0.03,0,0.01,0.06
12598,I Am In The Movie,Nintendo,PSP,2012,Simulation,Namco Bandai Games,0,0,0.06,0,0.06
12599,Doraemon: Nobita no Uchuu Eiyuuki,Sony,3DS,2015,Action,FuRyu,0,0,0.06,0,0.06
12600,Trapt,Nintendo,PS2,2005,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06
12601,Jewel Legends: Tree of Life,Microsoft,DS,2011,Puzzle,Rising Star Games,0,0.05,0,0.01,0.06
12602,Splat Renegade Paintball,Nintendo,XB,2005,Sports,Take-Two Interactive,0.04,0.01,0,0,0.06
12603,Zendoku,Nintendo,DS,2007,Puzzle,Eidos Interactive,0.05,0,0,0,0.06
12604,Metal Max 4: Gekkou no Diva,Microsoft,3DS,2013,Role-Playing,Kadokawa Shoten,0,0,0.06,0,0.06
12605,Jumper: Griffin's Story,Microsoft,X360,2008,Action,Eidos Interactive,0.05,0,0,0,0.06
12606,Worms 3D,PC,XB,2003,Strategy,Sega,0.04,0.01,0,0,0.06
12607,pro evolution soccer 2011,Nintendo,PC,2010,Sports,Konami Digital Entertainment,0,0.05,0,0.01,0.06
12608,Crazy Chicken: Pharaoh's Treasure,Sony,DS,2007,Puzzle,Phenomedia,0.05,0,0,0,0.06
12609,Arcana Heart 3,Nintendo,PSV,2014,Fighting,Arc System Works,0.03,0,0.02,0.01,0.06
12610,Magi: Aratanaru Sekai,Sony,3DS,2014,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06
12611,PoPoLoCrois,Sony,PSP,2005,Role-Playing,Ignition Entertainment,0.05,0,0,0,0.06
12612,Mahouka Koukou no Rettousei: Out of Order,Sony,PSV,2014,Adventure,Namco Bandai Games,0,0,0.06,0,0.06
12613,Dragon Rage,Nintendo,PS2,2001,Shooter,3DO,0.03,0.02,0,0.01,0.06
12614,Lord of Magna: Maiden Heaven,Nintendo,3DS,2014,Role-Playing,Marvelous Entertainment,0,0,0.06,0,0.06
12615,Dig Dug: Digging Strike,Nintendo,DS,2005,Puzzle,Atari,0.05,0,0,0,0.06
12616,Dance Sensation!,Nintendo,Wii,2010,Misc,Majesco Entertainment,0.06,0,0,0,0.06
12617,Brave: A Warrior's Tale,Nintendo,Wii,2009,Action,SouthPeak Games,0.05,0,0,0,0.06
12618,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,Sony,3DS,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06
12619,Raw Danger! (JP sales),Sony,PS2,2006,Action,505 Games,0,0,0.06,0,0.06
12620,Archer Maclean Presents: Pool Paradise,Nintendo,PS2,2004,Sports,Ignition Entertainment,0.03,0.02,0,0.01,0.06
12621,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,Nintendo,DS,2006,Misc,Nintendo,0,0,0.06,0,0.06
12622,Winx Club: Mission Enchantix,Nintendo,DS,2008,Adventure,Konami Digital Entertainment,0.03,0.02,0,0,0.06
12623,Petz Bunnyz Bunch,PC,DS,2011,Simulation,Ubisoft,0.05,0,0,0,0.06
12624,S.T.A.L.K.E.R.: Shadow of Chernobyl,Nintendo,PC,2007,Shooter,THQ,0.01,0.04,0,0.01,0.06
12625,Backyard Skateboarding 2006,Microsoft,GBA,2004,Sports,Atari,0.04,0.02,0,0,0.06
12626,Tron 2.0: Killer App,Sony,XB,2004,Action,Disney Interactive Studios,0.04,0.01,0,0,0.06
12627,Steins;Gate: Hiyoku Renri no Darling,Nintendo,PSP,2012,Action,5pb,0,0,0.06,0,0.06
12628,Captain America: Super Soldier,Nintendo,Wii,N/A,Action,Sega,0.05,0,0,0,0.06
12629,Gegege no Kitarou: Youkai Daigekisen,Nintendo,DS,2008,Action,Namco Bandai Games,0,0,0.06,0,0.06
12630,Emblem of Gundam,Sony,DS,2008,Strategy,Namco Bandai Games,0,0,0.06,0,0.06
12631,The Fast and the Furious,Nintendo,PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0,0.01,0.06
12632,Gem Smashers,Sony,Wii,2011,Platform,Crave Entertainment,0.05,0,0,0,0.06
12633,Super Robot Wars OG: The Moon Dwellers,Sony,PS3,2016,Misc,Namco Bandai Games,0,0,0.06,0,0.06
12634,G-Police: Weapons of Justice,Sony,PS,1999,Action,Psygnosis,0.03,0.02,0,0,0.06
12635,Killing Zone,Sony,PS,1996,Fighting,Acclaim Entertainment,0.03,0.02,0,0,0.06
12636,All Kamen Rider: Rider Generation 2,Nintendo,PSP,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06
12637,Policenauts,Nintendo,3DO,1995,Adventure,Konami Digital Entertainment,0,0,0.06,0,0.06
12638,Adventures of Lolo,Nintendo,NES,1989,Puzzle,HAL Laboratory,0.06,0,0,0,0.06
12639,Quiz! Hexagon II,Sony,DS,2010,Misc,Namco Bandai Games,0,0,0.06,0,0.06
12640,Game of Thrones (Telltale),Microsoft,PS3,2015,Adventure,Telltale Games,0.02,0.03,0,0.01,0.06
12641,Call of Duty: The War Collection,Microsoft,X360,2010,Shooter,Activision,0.05,0,0,0,0.06
12642,Warriors Orochi 2,Microsoft,X360,2008,Action,Tecmo Koei,0.04,0,0.01,0,0.06
12643,The History Channel: Battle for the Pacific,Nintendo,X360,2007,Shooter,Activision,0.05,0,0,0,0.06
12644,Racing Gears Advance,Nintendo,GBA,2004,Racing,Zoo Digital Publishing,0.04,0.02,0,0,0.06
12645,Jewel Master: Cradle of Persia,Sony,DS,2012,Puzzle,Rising Star Games,0,0.05,0,0.01,0.06
12646,Project Setsuna,Sony,PS4,2016,Role-Playing,Square Enix,0,0,0.06,0,0.06
12647,Syphon Filter: Logan's Shadow,Microsoft,PS2,2010,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
12648,NTRA Breeders' Cup World Thoroughbred Championships,Nintendo,XB,2005,Simulation,Bethesda Softworks,0.04,0.01,0,0,0.06
12649,Tiger Woods PGA Tour 08,Sony,DS,2007,Sports,Electronic Arts,0.05,0,0,0,0.06
12650,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,Sega,PS2,2008,Misc,Paon,0,0,0.06,0,0.06
12651,Tanjou S Debut,Sony,SAT,1996,Simulation,NEC Interchannel,0,0,0.06,0,0.06
12652,Nendoroid Generation,Microsoft,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06
12653,Brave: A Warrior's Tale,Nintendo,X360,2009,Action,SouthPeak Games,0.05,0.01,0,0,0.06
12654,Pop'n TwinBee: Rainbow Bell Adventure,Nintendo,SNES,1993,Platform,Konami Digital Entertainment,0,0,0.06,0,0.06
12655,Honeycomb Beat,Sony,DS,2006,Puzzle,Konami Digital Entertainment,0.05,0,0,0,0.06
12656,Broken Helix,PC,PS,1997,Action,Konami Digital Entertainment,0.03,0.02,0,0,0.06
12657,The Saboteur,Nintendo,PC,2009,Action,Electronic Arts,0,0.05,0,0.01,0.06
12658,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,Microsoft,DS,2010,Role-Playing,Marvelous Interactive,0,0,0.06,0,0.06
12659,Myst III: Exile,Microsoft,XB,2002,Adventure,Ubisoft,0.04,0.01,0,0,0.06
12660,Warriors: Legends of Troy,Sony,X360,2011,Action,Tecmo Koei,0,0.04,0.01,0.01,0.06
12661,Hajime no Ippo Portable: Victorious Spirits,Nintendo,PSP,2007,Fighting,Grand Prix Games,0,0,0.06,0,0.06
12662,Nanostray,Sony,DS,2005,Shooter,Majesco Entertainment,0.05,0,0,0,0.06
12663,CMT Presents: Karaoke Revolution Country,Nintendo,PS2,2006,Misc,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
12664,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,Nintendo,DS,2007,Fighting,Takara Tomy,0,0,0.06,0,0.06
12665,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,Sony,DS,2008,Role-Playing,Square Enix,0,0,0.06,0,0.06
12666,Vitamin X to Z,Microsoft,PSP,2011,Adventure,D3Publisher,0,0,0.06,0,0.06
12667,Fatal Frame,Nintendo,XB,2002,Action,Tecmo Koei,0.04,0.01,0,0,0.06
12668,Flip's Twisted World,Sony,Wii,N/A,Platform,Unknown,0.05,0,0,0,0.06
12669,Tom Clancy's Ghost Recon: Advanced Warfighter,Sony,PS2,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06
12670,Urban Chaos: Riot Response,Sony,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06
12671,Generation of Chaos,Nintendo,PSP,2005,Role-Playing,Midas Interactive Entertainment,0.05,0,0,0,0.06
12672,Teenage Mutant Ninja Turtles II: Back from the Sewers,Nintendo,GB,1991,Action,Konami Digital Entertainment,0,0,0.06,0,0.06
12673,Gormiti: The Lords of Nature!,PC,DS,2010,Adventure,Konami Digital Entertainment,0.05,0,0,0,0.06
12674,The Sims 2: University,Nintendo,PC,2005,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.06
12675,Pucca Power Up,Nintendo,DS,2011,Platform,Rising Star Games,0.04,0.02,0,0,0.06
12676,Resident Evil 2,Nintendo,GC,2003,Action,Capcom,0.04,0.01,0,0,0.06
12677,MLB Power Pros 2008,Nintendo,DS,2008,Sports,Take-Two Interactive,0.05,0,0,0,0.06
12678,Real Soccer 2009,Nintendo,DS,2008,Sports,Ubisoft,0.05,0,0,0,0.06
12679,World Championship Athletics,Nintendo,Wii,2009,Sports,DTP Entertainment,0.04,0.01,0,0,0.06
12680,The Amazing Spider-Man 2 (2014),Sony,WiiU,2014,Action,Activision,0.03,0.02,0,0,0.06
12681,Yomawari,Sony,PSV,2015,Adventure,Nippon Ichi Software,0,0,0.06,0,0.06
12682,Real Bout Garou Densetsu Special: Dominated Mind,Nintendo,PS,1998,Fighting,SNK,0,0,0.05,0,0.06
12683,Jumble Madness,Sony,DS,2009,Puzzle,Destineer,0.06,0,0,0,0.06
12684,Vampire Rain: Altered Species,Nintendo,PS3,2008,Action,Ignition Entertainment,0.05,0,0,0,0.06
12685,Sumikko Gurashi: Mura o Tsukurundesu,PC,3DS,2016,Misc,Nippon Columbia,0,0,0.06,0,0.06
12686,Harry Potter and the Sorcerer's Stone,Sony,PC,2001,Action,Electronic Arts,0.01,0.04,0,0.01,0.06
12687,Minna no Sukkiri,Nintendo,PSP,2009,Sports,Sony Computer Entertainment,0,0,0.06,0,0.06
12688,Scurge: Hive,Microsoft,DS,2006,Action,SouthPeak Games,0.05,0,0,0,0.06
12689,Catwoman,PC,XB,2004,Action,Electronic Arts,0.04,0.01,0,0,0.06
12690,Murdered: Soul Suspect,Sony,PC,2014,Action,Square Enix,0,0.05,0,0.01,0.06
12691,Romance of the Three Kingdoms 13,Nintendo,PS4,2015,Action,Tecmo Koei,0.01,0,0.05,0,0.06
12692,Noddy in Toyland,Nintendo,DS,2011,Misc,GSP,0,0.05,0,0.01,0.06
12693,Aquarium by DS,Sony,DS,2008,Simulation,Mercury Games,0.05,0,0,0,0.06
12694,Utawarerumono: Itsuwari no Kamen,Microsoft,PS4,2015,Adventure,Aqua Plus,0,0,0.06,0,0.06
12695,Ride to Hell,Sega,X360,2013,Racing,Deep Silver,0.04,0.01,0,0,0.06
12696,Burning Rangers,Sony,SAT,1998,Platform,Sega,0,0,0.06,0,0.06
12697,Mana Khemia: Alchemists of Al-Revis,Nintendo,PS2,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0,0.01,0.06
12698,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,Sony,DS,2010,Action,Takara Tomy,0,0,0.06,0,0.06
12699,Interplay Sports Baseball 2000,Nintendo,PS,1999,Sports,Interplay,0.03,0.02,0,0,0.06
12700,Zone of the Enders: The Fist of Mars,Sony,GBA,2001,Role-Playing,Konami Digital Entertainment,0.04,0.02,0,0,0.06
12701,Animorphs: Shattered Reality,Nintendo,PS,2000,Action,Infogrames,0.03,0.02,0,0,0.06
12702,Teenage Mutant Ninja Turtles: Tournament Fighters,Sony,SNES,1992,Fighting,Konami Digital Entertainment,0,0,0.06,0,0.06
12703,Eikan wa Kimini 2002: Koshien no Kodou,Nintendo,PS2,2002,Sports,DigiCube,0,0,0.06,0,0.06
12704,PopStar Guitar,PC,Wii,2008,Misc,Midway Games,0.03,0.03,0,0.01,0.06
12705,Mirror's Edge,Sony,PC,2009,Platform,Electronic Arts,0,0.05,0,0.01,0.06
12706,Blade Dancer: Lineage of Light,Nintendo,PSP,2006,Role-Playing,Atari,0.05,0,0,0,0.06
12707,Terminator 3: Rise of the Machines,Sony,GBA,2003,Action,Atari,0.04,0.02,0,0,0.06
12708,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,Sony,PSP,2006,Misc,Sega,0,0,0.06,0,0.06
12709,Mayhem 3D,Sony,PS3,2011,Racing,Evolved Games,0.05,0,0,0.01,0.06
12710,G1 Jockey 2,Microsoft,PS2,2000,Sports,Tecmo Koei,0,0,0.06,0,0.06
12711,Mobile Ops: The One Year War,Microsoft,X360,N/A,Simulation,Namco Bandai Games,0,0,0.06,0,0.06
12712,Constantine,Sony,XB,2005,Action,SCi,0.04,0.01,0,0,0.06
12713,Chaos Rings III,Nintendo,PSV,2014,Role-Playing,Square Enix,0,0,0.06,0,0.06
12714,Tom Clancy's Splinter Cell: Double Agent,Sony,GC,2006,Action,Ubisoft,0.04,0.01,0,0,0.06
12715,Senritsu no Stratus,Nintendo,PSP,2011,Role-Playing,Konami Digital Entertainment,0,0,0.06,0,0.06
12716,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,Nintendo,DS,2009,Fighting,Takara Tomy,0,0,0.06,0,0.06
12717,Rhapsody: A Musical Adventure,PC,DS,2008,Role-Playing,Nippon Ichi Software,0.05,0,0,0,0.06
12718,Titan Quest,Nintendo,PC,2006,Role-Playing,THQ,0.01,0.04,0,0.01,0.06
12719,Wantame Fortune Channel,Sony,DS,2007,Misc,Capcom,0,0,0.06,0,0.06
12720,Evangelion: Jo,Sony,PSP,2009,Action,Namco Bandai Games,0,0,0.06,0,0.06
12721,Bleach: Blade Battlers 2nd,Sony,PS2,2007,Fighting,Sony Computer Entertainment,0,0,0.06,0,0.06
12722,Samurai Jack: The Shadow of Aku,Sony,PS2,2004,Action,Sega,0.03,0.02,0,0.01,0.06
12723,Kamen Rider Kabuto,Sony,PS2,2006,Action,Namco Bandai Games,0,0,0.06,0,0.06
12724,Men in Black The Series: Crashdown,Sony,PS,2001,Shooter,Infogrames,0.03,0.02,0,0,0.06
12725,Zero Divide,Nintendo,PS,1995,Fighting,Ocean,0.03,0.02,0,0,0.06
12726,FIFA Street,Sony,GC,2005,Sports,Electronic Arts,0.04,0.01,0,0,0.06
12727,Tsugunai: Atonement,Sony,PS2,2001,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0,0.06
12728,Rugby World Cup 2015,Nintendo,PS4,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06
12729,Lost Kingdoms II,Nintendo,GC,2003,Role-Playing,Activision,0.04,0.01,0,0,0.06
12730,Aggressive Inline,Sony,GC,2002,Sports,Acclaim Entertainment,0.04,0.01,0,0,0.06
12731,Nights of Azure,PC,PS4,2015,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06
12732,Dungeon Keeper 2,Nintendo,PC,1999,Action,Electronic Arts,0,0.05,0,0.01,0.06
12733,Viewtiful Joe: Red Hot Rumble,Microsoft,GC,2005,Action,Capcom,0.04,0.01,0,0,0.06
12734,The Lord of the Rings: The Battle for Middle-Earth II,Nintendo,X360,2006,Strategy,Electronic Arts,0,0.05,0,0.01,0.06
12735,Kaite Shabette Hajimeyou! Monster Farm DS,Nintendo,DS,2007,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06
12736,Dungeon Explorer: Warriors of Ancient Arts,Sony,DS,2007,Role-Playing,Rising Star Games,0.05,0,0,0,0.06
12737,Pro Yaky? Spirits 2012,Sony,PSV,2012,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
12738,Samurai Warriors 4: Empires,Nintendo,PS3,2015,Action,Tecmo Koei,0,0,0.06,0,0.06
12739,Point Blank DS (US sales),Nintendo,DS,2006,Shooter,Atari,0.05,0,0,0,0.06
12740,FIFA Soccer 06,Nintendo,DS,2005,Sports,Electronic Arts,0.05,0,0,0,0.06
12741,SD Gundam G Generation Wars,Sony,Wii,2009,Strategy,Namco Bandai Games,0,0,0.06,0,0.06
12742,Broken Sword II: The Smoking Mirror,Sony,PS,1997,Adventure,Sony Computer Entertainment,0.03,0.02,0,0,0.06
12743,Pump It Up: Exceed,Sony,PS2,2005,Misc,Mastiff,0.03,0.02,0,0.01,0.06
12744,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,Nintendo,PSP,2012,Action,Idea Factory,0,0,0.06,0,0.06
12745,Wreckless: ThE YaKuza MisSiOns,Sony,GC,2002,Racing,Activision,0.04,0.01,0,0,0.06
12746,Doki-Doki Universe,Sony,PSV,2013,Adventure,Sony Computer Entertainment,0.01,0.04,0,0.01,0.06
12747,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",Sony,PS2,2007,Misc,D3Publisher,0,0,0.06,0,0.06
12748,TOCA Race Driver 2: Ultimate Racing Simulator,Nintendo,PS2,2004,Racing,Codemasters,0.03,0.02,0,0.01,0.06
12749,Girls RPG: Cinderellife,Microsoft,3DS,2012,Role-Playing,Level 5,0,0,0.06,0,0.06
12750,Dr. Muto,Microsoft,XB,2002,Platform,Midway Games,0.04,0.01,0,0,0.06
12751,Tom Clancy's Rainbow Six: Critical Hour,PC,XB,N/A,Shooter,Unknown,0.04,0.01,0,0,0.06
12752,Gothic 3,Sony,PC,2006,Role-Playing,JoWood Productions,0,0.05,0,0.01,0.06
12753,Tokyo Twilight Ghost Hunters,Nintendo,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06
12754,Scrabble Blast!,Nintendo,GBA,2005,Misc,Zoo Digital Publishing,0.04,0.01,0,0,0.06
12755,Dino Pets,Sony,DS,2009,Simulation,Avanquest,0.05,0,0,0,0.06
12756,Fate/Stay Night [Réalta Nua],Nintendo,PSV,2012,Adventure,Kadokawa Shoten,0,0,0.06,0,0.06
12757,The Mysterious Case of Dr. Jekyll and Mr. Hyde,Sony,DS,2010,Adventure,O-Games,0.02,0.03,0,0.01,0.06
12758,Gintama no Sugoroku,Nintendo,PSP,2013,Action,Namco Bandai Games,0,0,0.06,0,0.06
12759,Kid Fit Island Resort,Sony,Wii,2010,Sports,Avanquest,0.05,0,0,0,0.06
12760,The Lord of the Rings: Aragorn's Quest,Nintendo,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,0.06
12761,Roogoo Twisted Towers,Nintendo,Wii,2009,Puzzle,SouthPeak Games,0.05,0,0,0,0.06
12762,Doraemon 4: Nobita to Toki no Okoku,Sega,SNES,1995,Platform,Epoch,0,0,0.06,0,0.06
12763,Myst,PC,SAT,1994,Adventure,Sunsoft,0,0,0.06,0,0.06
12764,F1 2010,Sony,PC,2010,Racing,Codemasters,0,0.05,0,0.01,0.06
12765,Toaru Kagaku no Chou Denjihou,Sony,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.06,0,0.06
12766,Starwinder: The Ultimate Space Race,PC,PS,1996,Racing,Mindscape,0.03,0.02,0,0,0.06
12767,The Lost Chronicles of Zerzura,PC,PC,2012,Adventure,DTP Entertainment,0,0.05,0,0.01,0.06
12768,Ski Region Simulator,Sony,PC,2011,Simulation,Excalibur Publishing,0,0.05,0,0.01,0.06
12769,Angelique Trois,Nintendo,PS2,2000,Adventure,Tecmo Koei,0,0,0.06,0,0.06
12770,Dreamer Series: Babysitter,Nintendo,DS,2009,Simulation,Deep Silver,0.05,0,0,0,0.06
12771,Diva Girls: Divas on Ice,Nintendo,DS,2009,Sports,505 Games,0.05,0,0,0,0.06
12772,Dance Dance Revolution: Mario Mix (JP sales),Sony,GC,2005,Simulation,Nintendo,0,0,0.05,0,0.06
12773,A-Train 6,Nintendo,PS2,2000,Strategy,Midas Interactive Entertainment,0,0,0.06,0,0.06
12774,Meitantei Conan: Tantei Ryoku Trainer,Nintendo,DS,2007,Misc,Namco Bandai Games,0,0,0.06,0,0.06
12775,MotoGP,Sony,GBA,2002,Racing,THQ,0.04,0.01,0,0,0.06
12776,ESPN International Winter Sports 2002,Nintendo,PS2,2002,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
12777,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",Sony,DS,2009,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
12778,KimiKiss (ebKore+),Sony,PS2,2008,Adventure,Enterbrain,0,0,0.06,0,0.06
12779,Gold and Glory: The Road to El Dorado,Microsoft,PS,2000,Adventure,Ubisoft,0.03,0.02,0,0,0.06
12780,NBA Live 07,Sony,XB,2006,Sports,Electronic Arts,0.04,0.01,0,0,0.06
12781,Choro Q Marine: Q Boat,Sony,PS,1998,Racing,Takara,0,0,0.05,0,0.06
12782,GunPey,Nintendo,PSP,2006,Puzzle,Atari,0.05,0,0,0.01,0.06
12783,BattleBots: Beyond the BattleBox,Sony,GBA,2002,Action,Vivendi Games,0.04,0.01,0,0,0.06
12784,MX vs. ATV Supercross Encore,Nintendo,PS4,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06
12785,Yuugen Gaisha Brave Company,Nintendo,3DS,2011,Strategy,Namco Bandai Games,0,0,0.06,0,0.06
12786,Mighty Beanz: Pocket Puzzles,Nintendo,GBA,2004,Puzzle,Majesco Entertainment,0.04,0.01,0,0,0.06
12787,Ken to Mahou to Gakuen Mono. 3D,Nintendo,3DS,2011,Role-Playing,Acquire,0,0,0.06,0,0.06
12788,History Great Empires: Rome,Sega,DS,2009,Strategy,Black Bean Games,0.05,0,0,0,0.06
12789,The King of Fighters '96,Sony,NG,1996,Fighting,SNK,0,0,0.06,0,0.06
12790,Friends: The One with All the Trivia,Nintendo,PS2,2005,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,0.06
12791,Mame Goma 2: Uchi no Ko ga Ichiban!,Sony,DS,2008,Simulation,Creative Core,0,0,0.06,0,0.06
12792,Backyard NFL Football '08,Nintendo,PS2,2007,Sports,Atari,0.03,0.02,0,0.01,0.06
12793,Coraline,Sega,Wii,2009,Action,D3Publisher,0.05,0,0,0,0.06
12794,Gunbird,Nintendo,SAT,1995,Shooter,Atlus,0,0,0.06,0,0.06
12795,Imagine: Party Planner,Sony,DS,2009,Simulation,Ubisoft,0.05,0,0,0,0.06
12796,Dream C Club Portable,Nintendo,PSP,2010,Simulation,D3Publisher,0,0,0.06,0,0.06
12797,Tom Clancy's Rainbow Six 3,Sony,GC,2004,Shooter,Ubisoft,0.04,0.01,0,0,0.06
12798,Elemental Gearbolt,Nintendo,PS,1997,Shooter,Sony Computer Entertainment,0.03,0.02,0,0,0.06
12799,Space Chimps,Sony,DS,2008,Platform,Brash Entertainment,0.05,0,0,0,0.06
12800,Tony Hawk's Pro Skater 5,Sony,PS3,2015,Sports,Activision,0.04,0,0,0.01,0.06
12801,WWF Wrestlemania: The Arcade Game,Sony,PS,1995,Fighting,Acclaim Entertainment,0.03,0.02,0,0,0.06
12802,Handball 16,Nintendo,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.06
12803,Cabela's Big Game Hunter 2005 Adventures,Sony,GBA,2004,Sports,Activision,0.04,0.01,0,0,0.06
12804,Grand Kingdom,Sega,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0,0.03,0,0.06
12805,Mega Man 8 Anniversary Collector's Edition,Sony,SAT,1997,Platform,Capcom,0,0,0.06,0,0.06
12806,V-Rally 3,Sony,PS2,2002,Racing,Atari,0.03,0.02,0,0.01,0.06
12807,Nobunaga no Yabou: Souzou,Microsoft,PS4,2014,Strategy,Tecmo Koei,0,0,0.06,0,0.06
12808,Whiplash,Nintendo,XB,2003,Racing,Eidos Interactive,0.04,0.01,0,0,0.06
12809,GRID,Nintendo,DS,N/A,Racing,Codemasters,0.04,0.01,0,0,0.06
12810,Pro Yakyuu Famista 2011,Sony,3DS,2011,Sports,Namco Bandai Games,0,0,0.06,0,0.06
12811,Impact Racing,Nintendo,PS,1996,Racing,JVC,0.03,0.02,0,0,0.06
12812,My Horse & Me: Riding for Gold,Nintendo,Wii,2008,Sports,Atari,0.04,0.02,0,0,0.06
12813,Sled Shred featuring the Jamaican Bobsled Team,Nintendo,Wii,2010,Sports,SouthPeak Games,0.05,0,0,0,0.06
12814,Amazing Island,Microsoft,GC,2004,Strategy,Sega,0.04,0.01,0,0,0.06
12815,SeaBlade,Sega,XB,2002,Shooter,TDK Mediactive,0.04,0.01,0,0,0.06
12816,Jikkyou Powerful Pro Yakyuu DreamCast Edition,Sony,DC,2000,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
12817,Carmen Sandiego: The Secret of the Stolen Drums,Sony,PS2,2004,Action,BAM! Entertainment,0.03,0.02,0,0.01,0.06
12818,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,Sony,PSP,2010,Role-Playing,Atlus,0,0,0.06,0,0.06
12819,Activision Hits: Remixed,Sony,PSP,2006,Misc,Activision,0.05,0,0,0,0.06
12820,Death Jr. II: Root of Evil,Microsoft,PSP,2006,Platform,Konami Digital Entertainment,0.05,0,0,0,0.06
12821,Hail to the Chimp,Sony,X360,2008,Misc,Gamecock,0.05,0,0,0,0.06
12822,MotoGP 4 - Official Game of MotoGP,Nintendo,PS2,2005,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
12823,Legend of Kay,Sony,WiiU,2015,Action,Nordic Games,0.03,0.02,0,0,0.05
12824,Kyoukai Senjou no Horizon Portable,PC,PSP,2013,Adventure,Kadokawa Shoten,0,0,0.05,0,0.05
12825,4 Elements,Sega,PC,2009,Puzzle,Mastertronic,0,0.04,0,0.01,0.05
12826,Shining Force III: Scenario 2,Nintendo,SAT,1998,Strategy,Sega,0,0,0.05,0,0.05
12827,Captain America: Super Soldier,PC,DS,N/A,Action,Sega,0.05,0,0,0,0.05
12828,Airline Tycoon 2,Nintendo,PC,2011,Simulation,Kalypso Media,0,0.04,0,0.01,0.05
12829,Worms World Party,Nintendo,GBA,2002,Strategy,Ubisoft,0.04,0.01,0,0,0.05
12830,Medabots: Metabee,PC,GBA,2002,Role-Playing,Natsume,0.04,0.01,0,0,0.05
12831,Medal of Honor: Airborne,Microsoft,PC,2007,Shooter,Electronic Arts,0,0.04,0,0.01,0.05
12832,NHL Legacy,Sony,X360,2015,Action,Electronic Arts,0.05,0,0,0.01,0.05
12833,Final Fight: Streetwise,Microsoft,PS2,2006,Action,Capcom,0.03,0.02,0,0.01,0.05
12834,Speed Kings,Nintendo,XB,2003,Racing,Acclaim Entertainment,0.04,0.01,0,0,0.05
12835,Drivers Ed Portable,Nintendo,DS,2008,Misc,JoWood Productions,0.05,0,0,0,0.05
12836,Rebelstar: Tactical Command,Sony,GBA,2005,Strategy,Atari,0.04,0.01,0,0,0.05
12837,Kamen Rider: Battride War Genesis,PC,PS4,2016,Action,Namco Bandai Games,0,0,0.05,0,0.05
